Respondent,CareerSatisfaction
79092,Moderately satisfied
79093,Extremely satisfied
79094,Extremely dissatisfied
79095,Moderately satisfied
79096,Moderately satisfied
79097,Extremely satisfied
79100,Slightly dissatisfied
79101,Moderately satisfied
79102,Slightly dissatisfied
79103,Extremely satisfied
79105,Neither satisfied nor dissatisfied
79107,Moderately satisfied
79108,Moderately satisfied
79109,Moderately satisfied
79112,Extremely dissatisfied
79114,Moderately satisfied
79116,Moderately satisfied
79117,Moderately satisfied
79118,Moderately satisfied
79120,Extremely satisfied
79121,Moderately satisfied
79122,Extremely satisfied
79123,Extremely dissatisfied
79124,Slightly satisfied
79125,Moderately satisfied
79126,Slightly satisfied
79127,Slightly dissatisfied
79128,Slightly satisfied
79129,Moderately satisfied
79133,Slightly satisfied
79134,Slightly satisfied
79136,Slightly satisfied
79144,Slightly dissatisfied
79145,Neither satisfied nor dissatisfied
79147,Moderately dissatisfied
79151,Moderately satisfied
79152,Slightly satisfied
79155,Moderately satisfied
79156,Extremely satisfied
79158,Moderately satisfied
79159,Moderately satisfied
79160,Slightly dissatisfied
79163,Moderately satisfied
79164,Moderately satisfied
79165,Moderately satisfied
79166,Slightly satisfied
79168,Slightly satisfied
79172,Moderately satisfied
79175,Extremely satisfied
79176,Moderately satisfied
79177,Neither satisfied nor dissatisfied
79178,Moderately satisfied
79179,Neither satisfied nor dissatisfied
79181,Slightly satisfied
79187,Extremely satisfied
79188,Moderately dissatisfied
79189,Moderately satisfied
79191,Moderately satisfied
79192,Moderately satisfied
79193,Slightly satisfied
79194,Slightly satisfied
79197,Extremely satisfied
79198,Moderately satisfied
79200,Slightly satisfied
79201,Extremely satisfied
79204,Moderately satisfied
79205,Slightly satisfied
79206,Slightly satisfied
79207,Neither satisfied nor dissatisfied
79208,Extremely satisfied
79209,Moderately satisfied
79212,Moderately satisfied
79213,Slightly satisfied
79214,Moderately satisfied
79217,Moderately satisfied
79218,Moderately satisfied
79219,Extremely dissatisfied
79223,Moderately satisfied
79226,Moderately satisfied
79227,Slightly satisfied
79229,Slightly satisfied
79230,Moderately satisfied
79233,Moderately satisfied
79234,Moderately satisfied
79237,Extremely satisfied
79239,Moderately satisfied
79242,Slightly satisfied
79243,Neither satisfied nor dissatisfied
79244,Slightly satisfied
79246,Extremely satisfied
79248,Moderately satisfied
79250,Moderately satisfied
79251,Moderately satisfied
79253,Moderately satisfied
79254,Moderately dissatisfied
79258,Slightly satisfied
79259,Moderately satisfied
79260,Slightly dissatisfied
79262,Slightly dissatisfied
79263,Extremely satisfied
79264,Extremely satisfied
79265,Moderately dissatisfied
79266,Slightly dissatisfied
79268,Extremely dissatisfied
79269,Moderately satisfied
79271,Extremely satisfied
79272,Moderately dissatisfied
79274,Extremely satisfied
79275,Moderately satisfied
79278,Moderately dissatisfied
79280,Moderately satisfied
79282,Moderately satisfied
79284,Slightly satisfied
79286,Moderately satisfied
79287,Slightly dissatisfied
79288,Slightly satisfied
79290,Slightly satisfied
79291,Moderately satisfied
79292,Moderately satisfied
79293,Moderately dissatisfied
79294,Moderately satisfied
79296,Moderately dissatisfied
79298,Neither satisfied nor dissatisfied
79301,Extremely satisfied
79302,Moderately satisfied
79303,Moderately satisfied
79304,Extremely satisfied
79305,Moderately satisfied
79306,Moderately satisfied
79307,Slightly satisfied
79309,Extremely satisfied
79310,Moderately satisfied
79311,Slightly satisfied
79315,Extremely satisfied
79316,Extremely satisfied
79317,Extremely satisfied
79318,Extremely satisfied
79319,Neither satisfied nor dissatisfied
79320,Slightly satisfied
79321,Extremely satisfied
79322,Neither satisfied nor dissatisfied
79323,Slightly dissatisfied
79324,Moderately satisfied
79326,Moderately dissatisfied
79329,Moderately satisfied
79330,Extremely satisfied
79331,Extremely satisfied
79332,Slightly dissatisfied
79333,Moderately dissatisfied
79338,Slightly dissatisfied
79342,Slightly dissatisfied
79343,Moderately satisfied
79344,Extremely dissatisfied
79345,Moderately satisfied
79346,Moderately satisfied
79349,Moderately dissatisfied
79351,Moderately satisfied
79352,Slightly satisfied
79353,Moderately satisfied
79354,Slightly dissatisfied
79355,Moderately satisfied
79356,Moderately satisfied
79357,Neither satisfied nor dissatisfied
79362,Moderately satisfied
79363,Moderately satisfied
79364,Moderately satisfied
79365,Moderately satisfied
79367,Moderately satisfied
79368,Extremely satisfied
79369,Moderately satisfied
79370,Moderately dissatisfied
79371,Extremely satisfied
79376,Neither satisfied nor dissatisfied
79379,Slightly dissatisfied
79384,Moderately satisfied
79385,Slightly satisfied
79386,Slightly satisfied
79387,Moderately satisfied
79388,Moderately satisfied
79390,Extremely dissatisfied
79391,Extremely satisfied
79392,Extremely satisfied
79396,Moderately satisfied
79397,Moderately satisfied
79400,Moderately dissatisfied
79401,Moderately satisfied
79403,Neither satisfied nor dissatisfied
79405,Moderately satisfied
79406,Extremely satisfied
79407,Extremely satisfied
79408,Moderately satisfied
79410,Slightly satisfied
79411,Extremely satisfied
79412,Moderately satisfied
79413,Slightly satisfied
79414,Slightly satisfied
79417,Slightly satisfied
79418,Moderately satisfied
79421,Moderately satisfied
79423,Moderately satisfied
79425,Slightly satisfied
79426,Slightly satisfied
79427,Neither satisfied nor dissatisfied
79428,Extremely satisfied
79429,Moderately satisfied
79430,Extremely satisfied
79431,Moderately satisfied
79432,Neither satisfied nor dissatisfied
79433,Extremely dissatisfied
79434,Moderately satisfied
79436,Extremely satisfied
79437,Extremely satisfied
79438,Moderately dissatisfied
79439,Slightly dissatisfied
79440,Moderately dissatisfied
79441,Moderately satisfied
79442,Slightly dissatisfied
79443,Extremely satisfied
79444,Moderately satisfied
79446,Neither satisfied nor dissatisfied
79450,Extremely satisfied
79451,Moderately dissatisfied
79452,Moderately satisfied
79453,Extremely dissatisfied
79454,Moderately satisfied
79457,Moderately satisfied
79458,Moderately satisfied
79459,Slightly satisfied
79463,Neither satisfied nor dissatisfied
79465,Slightly dissatisfied
79466,Slightly satisfied
79467,Moderately satisfied
79468,Moderately satisfied
79469,Moderately satisfied
79471,Moderately satisfied
79475,Slightly satisfied
79478,Slightly satisfied
79479,Slightly satisfied
79480,Moderately satisfied
79481,Extremely satisfied
79482,Moderately satisfied
79485,Moderately satisfied
79486,Moderately satisfied
79487,Slightly satisfied
79488,Slightly satisfied
79489,Neither satisfied nor dissatisfied
79490,Moderately dissatisfied
79491,Moderately satisfied
79493,Moderately satisfied
79494,Moderately satisfied
79496,Extremely satisfied
79499,Moderately satisfied
79502,Moderately satisfied
79504,Moderately satisfied
79505,Slightly satisfied
79506,Moderately satisfied
79509,Moderately satisfied
79510,Moderately satisfied
79512,Slightly dissatisfied
79514,Moderately satisfied
79515,Slightly satisfied
79516,Moderately satisfied
79517,Moderately satisfied
79522,Moderately satisfied
79523,Slightly satisfied
79525,Moderately satisfied
79526,Moderately dissatisfied
79527,Extremely satisfied
79529,Extremely satisfied
79530,Slightly dissatisfied
79531,Neither satisfied nor dissatisfied
79533,Slightly satisfied
79534,Moderately satisfied
79535,Slightly dissatisfied
79536,Extremely dissatisfied
79537,Moderately dissatisfied
79540,Moderately satisfied
79542,Moderately satisfied
79543,Extremely satisfied
79545,Slightly satisfied
79546,Moderately satisfied
79547,Moderately satisfied
79548,Moderately satisfied
79549,Slightly satisfied
79552,Extremely satisfied
79554,Slightly dissatisfied
79557,Moderately dissatisfied
79562,Slightly satisfied
79563,Extremely satisfied
79564,Slightly satisfied
79565,Slightly dissatisfied
79567,Extremely satisfied
79568,Extremely satisfied
79569,Moderately satisfied
79571,Extremely satisfied
79572,Slightly satisfied
79573,Moderately satisfied
79574,Slightly satisfied
79575,Moderately satisfied
79576,Neither satisfied nor dissatisfied
79577,Extremely satisfied
79579,Slightly satisfied
79581,Moderately satisfied
79582,Slightly satisfied
79584,Neither satisfied nor dissatisfied
79586,Moderately satisfied
79587,Moderately satisfied
79588,Moderately satisfied
79589,Moderately satisfied
79591,Slightly satisfied
79593,Moderately satisfied
79594,Neither satisfied nor dissatisfied
79595,Extremely satisfied
79596,Neither satisfied nor dissatisfied
79597,Extremely satisfied
79598,Moderately satisfied
79600,Moderately dissatisfied
79602,Slightly satisfied
79603,Moderately satisfied
79605,Moderately satisfied
79606,Extremely satisfied
79609,Moderately satisfied
79611,Moderately satisfied
79614,Extremely satisfied
79615,Moderately satisfied
79617,Moderately satisfied
79618,Moderately dissatisfied
79619,Moderately satisfied
79620,Slightly dissatisfied
79622,Moderately satisfied
79624,Extremely satisfied
79627,Extremely satisfied
79632,Moderately satisfied
79634,Extremely satisfied
79635,Moderately satisfied
79636,Slightly satisfied
79638,Moderately satisfied
79639,Moderately satisfied
79640,Moderately satisfied
79641,Extremely dissatisfied
79642,Slightly satisfied
79643,Extremely satisfied
79645,Moderately satisfied
79646,Moderately satisfied
79647,Slightly satisfied
79649,Extremely satisfied
79652,Extremely satisfied
79653,Slightly satisfied
79654,Extremely satisfied
79655,Moderately satisfied
79657,Slightly dissatisfied
79658,Moderately satisfied
79659,Slightly dissatisfied
79661,Extremely satisfied
79662,Slightly dissatisfied
79663,Neither satisfied nor dissatisfied
79665,Moderately satisfied
79666,Extremely satisfied
79667,Extremely satisfied
79668,Moderately satisfied
79670,Moderately satisfied
79672,Slightly satisfied
79673,Extremely satisfied
79674,Moderately satisfied
79676,Moderately satisfied
79677,Slightly satisfied
79679,Neither satisfied nor dissatisfied
79680,Moderately satisfied
79681,Slightly satisfied
79686,Slightly satisfied
79688,Moderately satisfied
79689,Moderately dissatisfied
79690,Slightly satisfied
79691,Slightly satisfied
79693,Moderately dissatisfied
79695,Extremely satisfied
79696,Moderately satisfied
79697,Slightly dissatisfied
79700,Extremely satisfied
79701,Moderately satisfied
79702,Slightly satisfied
79705,Moderately satisfied
79710,Neither satisfied nor dissatisfied
79711,Moderately satisfied
79714,Slightly satisfied
79718,Extremely satisfied
79719,Extremely satisfied
79721,Slightly dissatisfied
79722,Neither satisfied nor dissatisfied
79724,Moderately satisfied
79726,Moderately satisfied
79727,Moderately satisfied
79728,Moderately satisfied
79729,Extremely satisfied
79732,Extremely satisfied
79733,Slightly satisfied
79734,Slightly satisfied
79736,Neither satisfied nor dissatisfied
79738,Moderately satisfied
79740,Moderately satisfied
79741,Moderately satisfied
79742,Slightly dissatisfied
79744,Moderately satisfied
79745,Extremely satisfied
79746,Extremely satisfied
79747,Moderately satisfied
79750,Extremely satisfied
79751,Moderately satisfied
79752,Neither satisfied nor dissatisfied
79753,Slightly satisfied
79754,Extremely satisfied
79755,Slightly dissatisfied
79758,Slightly satisfied
79759,Extremely satisfied
79764,Extremely satisfied
79768,Slightly satisfied
79769,Slightly dissatisfied
79770,Extremely satisfied
79771,Moderately satisfied
79773,Moderately satisfied
79774,Moderately satisfied
79777,Slightly satisfied
79778,Extremely satisfied
79779,Slightly satisfied
79780,Slightly satisfied
79781,Slightly satisfied
79782,Extremely satisfied
79785,Extremely satisfied
79786,Extremely satisfied
79789,Moderately dissatisfied
79792,Slightly satisfied
79793,Extremely dissatisfied
79797,Slightly satisfied
79798,Slightly dissatisfied
79800,Extremely satisfied
79801,Extremely satisfied
79803,Neither satisfied nor dissatisfied
79805,Slightly satisfied
79806,Moderately satisfied
79808,Moderately dissatisfied
79809,Slightly dissatisfied
79810,Slightly dissatisfied
79811,Extremely satisfied
79812,Extremely satisfied
79813,Slightly satisfied
79816,Slightly satisfied
79818,Extremely satisfied
79819,Extremely satisfied
79822,Moderately satisfied
79823,Slightly satisfied
79825,Slightly dissatisfied
79827,Extremely satisfied
79828,Moderately dissatisfied
79832,Neither satisfied nor dissatisfied
79833,Moderately satisfied
79834,Extremely satisfied
79835,Extremely dissatisfied
79843,Moderately dissatisfied
79844,Extremely satisfied
79845,Moderately satisfied
79847,Moderately satisfied
79850,Extremely satisfied
79852,Slightly satisfied
79854,Moderately satisfied
79860,Slightly satisfied
79862,Moderately dissatisfied
79863,Slightly satisfied
79864,Extremely satisfied
79867,Moderately satisfied
79871,Slightly satisfied
79872,Extremely satisfied
79874,Moderately satisfied
79875,Neither satisfied nor dissatisfied
79876,Slightly satisfied
79879,Extremely satisfied
79881,Slightly satisfied
79883,Neither satisfied nor dissatisfied
79885,Moderately dissatisfied
79887,Moderately satisfied
79891,Slightly satisfied
79892,Moderately satisfied
79893,Moderately satisfied
79894,Slightly satisfied
79895,Moderately dissatisfied
79896,Moderately satisfied
79900,Slightly satisfied
79901,Slightly satisfied
79902,Slightly dissatisfied
79903,Slightly satisfied
79904,Slightly dissatisfied
79906,Neither satisfied nor dissatisfied
79908,Slightly satisfied
79909,Moderately satisfied
79911,Neither satisfied nor dissatisfied
79913,Extremely satisfied
79914,Slightly satisfied
79916,Moderately satisfied
79918,Extremely satisfied
79919,Slightly satisfied
79921,Extremely satisfied
79923,Moderately satisfied
79925,Moderately satisfied
79926,Extremely satisfied
79927,Moderately satisfied
79929,Moderately satisfied
79932,Extremely satisfied
79938,Moderately satisfied
79939,Moderately satisfied
79940,Slightly satisfied
79942,Slightly satisfied
79943,Moderately satisfied
79944,Moderately satisfied
79945,Moderately dissatisfied
79947,Moderately satisfied
79948,Moderately satisfied
79949,Slightly satisfied
79950,Extremely satisfied
79952,Slightly dissatisfied
79955,Slightly dissatisfied
79957,Extremely satisfied
79958,Moderately dissatisfied
79959,Moderately satisfied
79960,Extremely satisfied
79962,Moderately dissatisfied
79964,Neither satisfied nor dissatisfied
79966,Neither satisfied nor dissatisfied
79969,Moderately satisfied
79971,Moderately satisfied
79972,Slightly satisfied
79974,Slightly satisfied
79975,Extremely satisfied
79976,Extremely satisfied
79977,Neither satisfied nor dissatisfied
79980,Extremely satisfied
79981,Neither satisfied nor dissatisfied
79982,Extremely dissatisfied
79983,Slightly dissatisfied
79984,Slightly satisfied
79985,Slightly satisfied
79986,Moderately satisfied
79987,Moderately satisfied
79988,Slightly satisfied
79989,Moderately dissatisfied
79990,Moderately satisfied
79991,Slightly dissatisfied
79992,Moderately satisfied
79993,Slightly dissatisfied
79994,Moderately satisfied
79996,Slightly satisfied
79998,Moderately satisfied
79999,Slightly satisfied
80000,Extremely satisfied
80001,Extremely dissatisfied
80002,Slightly satisfied
80004,Moderately satisfied
80005,Slightly satisfied
80007,Moderately satisfied
80008,Moderately satisfied
80009,Moderately satisfied
80010,Moderately satisfied
80013,Extremely satisfied
80015,Moderately satisfied
80016,Moderately satisfied
80017,Moderately satisfied
80018,Extremely satisfied
80019,Extremely dissatisfied
80020,Slightly satisfied
80023,Moderately satisfied
80024,Moderately dissatisfied
80025,Extremely satisfied
80026,Slightly satisfied
80027,Moderately satisfied
80029,Moderately satisfied
80032,Extremely satisfied
80034,Moderately satisfied
80035,Slightly satisfied
80036,Moderately satisfied
80040,Moderately satisfied
80041,Moderately satisfied
80042,Moderately satisfied
80044,Moderately satisfied
80045,Slightly satisfied
80047,Moderately satisfied
80052,Moderately satisfied
80054,Slightly dissatisfied
80058,Slightly satisfied
80059,Moderately satisfied
80061,Moderately satisfied
80062,Slightly dissatisfied
80063,Slightly satisfied
80065,Neither satisfied nor dissatisfied
80066,Moderately satisfied
80069,Moderately satisfied
80070,Extremely satisfied
80071,Moderately satisfied
80072,Extremely satisfied
80074,Moderately satisfied
80076,Slightly dissatisfied
80079,Moderately satisfied
80080,Moderately dissatisfied
80081,Slightly satisfied
80082,Moderately satisfied
80084,Extremely satisfied
80085,Moderately satisfied
80086,Extremely satisfied
80087,Moderately satisfied
80088,Moderately satisfied
80093,Moderately satisfied
80094,Slightly satisfied
80096,Slightly dissatisfied
80100,Slightly satisfied
80102,Slightly dissatisfied
80104,Moderately dissatisfied
80107,Moderately dissatisfied
80112,Slightly satisfied
80113,Extremely satisfied
80114,Moderately satisfied
80115,Slightly satisfied
80117,Slightly satisfied
80118,Neither satisfied nor dissatisfied
80122,Extremely satisfied
80123,Moderately satisfied
80124,Moderately satisfied
80125,Slightly satisfied
80126,Slightly satisfied
80127,Extremely satisfied
80129,Extremely satisfied
80132,Moderately satisfied
80133,Moderately satisfied
80134,Extremely satisfied
80136,Moderately satisfied
80138,Moderately satisfied
80139,Extremely satisfied
80140,Moderately satisfied
80142,Extremely satisfied
80144,Extremely satisfied
80147,Slightly dissatisfied
80149,Extremely satisfied
80152,Slightly satisfied
80155,Moderately satisfied
80157,Moderately satisfied
80160,Moderately satisfied
80161,Moderately satisfied
80162,Slightly satisfied
80164,Neither satisfied nor dissatisfied
80165,Slightly satisfied
80168,Extremely satisfied
80169,Moderately satisfied
80170,Moderately dissatisfied
80171,Moderately satisfied
80174,Slightly satisfied
80178,Moderately satisfied
80179,Extremely dissatisfied
80181,Extremely satisfied
80184,Moderately satisfied
80186,Slightly dissatisfied
80191,Moderately satisfied
80194,Slightly satisfied
80195,Extremely satisfied
80196,Moderately satisfied
80197,Extremely satisfied
80198,Slightly satisfied
80199,Extremely satisfied
80200,Moderately dissatisfied
80201,Slightly dissatisfied
80203,Moderately satisfied
80204,Moderately satisfied
80205,Slightly satisfied
80210,Neither satisfied nor dissatisfied
80211,Moderately satisfied
80213,Moderately satisfied
80216,Moderately satisfied
80217,Slightly satisfied
80218,Extremely satisfied
80219,Moderately satisfied
80220,Extremely satisfied
80222,Slightly satisfied
80223,Moderately satisfied
80225,Neither satisfied nor dissatisfied
80226,Moderately dissatisfied
80228,Moderately satisfied
80229,Extremely satisfied
80230,Neither satisfied nor dissatisfied
80231,Moderately satisfied
80235,Moderately dissatisfied
80238,Moderately satisfied
80241,Extremely satisfied
80244,Extremely satisfied
80246,Moderately satisfied
80247,Neither satisfied nor dissatisfied
80249,Slightly satisfied
80250,Extremely dissatisfied
80252,Moderately satisfied
80253,Slightly satisfied
80255,Moderately satisfied
80256,Slightly satisfied
80257,Extremely satisfied
80258,Moderately dissatisfied
80260,Moderately satisfied
80261,Slightly dissatisfied
80262,Moderately satisfied
80264,Slightly satisfied
80265,Slightly dissatisfied
80269,Slightly satisfied
80271,Neither satisfied nor dissatisfied
80272,Moderately satisfied
80274,Slightly satisfied
80275,Slightly dissatisfied
80280,Moderately satisfied
80281,Extremely satisfied
80282,Extremely satisfied
80284,Slightly dissatisfied
80287,Extremely satisfied
80288,Extremely dissatisfied
80289,Moderately satisfied
80290,Moderately satisfied
80291,Moderately satisfied
80296,Slightly dissatisfied
80297,Moderately satisfied
80298,Moderately dissatisfied
80301,Extremely satisfied
80302,Moderately satisfied
80306,Extremely satisfied
80308,Moderately satisfied
80309,Moderately dissatisfied
80310,Moderately dissatisfied
80311,Moderately dissatisfied
80314,Extremely dissatisfied
80317,Extremely satisfied
80318,Moderately satisfied
80320,Moderately satisfied
80321,Extremely satisfied
80322,Slightly dissatisfied
80324,Moderately dissatisfied
80327,Moderately satisfied
80328,Moderately satisfied
80330,Extremely satisfied
80332,Moderately satisfied
80333,Slightly dissatisfied
80335,Neither satisfied nor dissatisfied
80337,Neither satisfied nor dissatisfied
80339,Moderately satisfied
80340,Moderately satisfied
80342,Slightly satisfied
80343,Extremely satisfied
80345,Moderately satisfied
80346,Moderately satisfied
80347,Neither satisfied nor dissatisfied
80349,Moderately satisfied
80351,Slightly satisfied
80352,Slightly satisfied
80354,Moderately dissatisfied
80355,Slightly dissatisfied
80356,Slightly dissatisfied
80357,Extremely dissatisfied
80359,Extremely satisfied
80361,Moderately satisfied
80362,Slightly satisfied
80365,Slightly dissatisfied
80368,Slightly satisfied
80369,Neither satisfied nor dissatisfied
80372,Neither satisfied nor dissatisfied
80373,Moderately satisfied
80375,Neither satisfied nor dissatisfied
80376,Moderately satisfied
80377,Extremely satisfied
80378,Extremely satisfied
80379,Extremely satisfied
80380,Slightly satisfied
80381,Extremely satisfied
80383,Moderately dissatisfied
80384,Moderately satisfied
80386,Slightly dissatisfied
80388,Slightly dissatisfied
80390,Moderately dissatisfied
80392,Moderately satisfied
80395,Moderately satisfied
80396,Slightly satisfied
80398,Extremely satisfied
80399,Moderately satisfied
80400,Slightly satisfied
80406,Moderately satisfied
80407,Moderately satisfied
80409,Slightly satisfied
80411,Extremely satisfied
80414,Slightly satisfied
80415,Moderately dissatisfied
80416,Neither satisfied nor dissatisfied
80419,Moderately satisfied
80421,Moderately dissatisfied
80422,Moderately satisfied
80423,Moderately satisfied
80426,Neither satisfied nor dissatisfied
80428,Moderately satisfied
80431,Neither satisfied nor dissatisfied
80433,Moderately satisfied
80434,Moderately satisfied
80435,Moderately satisfied
80436,Slightly dissatisfied
80437,Extremely satisfied
80441,Neither satisfied nor dissatisfied
80442,Moderately satisfied
80444,Moderately satisfied
80446,Moderately satisfied
80447,Slightly dissatisfied
80451,Moderately satisfied
80452,Extremely satisfied
80453,Slightly satisfied
80455,Slightly satisfied
80456,Extremely satisfied
80457,Slightly satisfied
80458,Slightly dissatisfied
80459,Moderately satisfied
80460,Moderately satisfied
80462,Slightly dissatisfied
80464,Moderately dissatisfied
80465,Moderately satisfied
80471,Moderately satisfied
80472,Extremely satisfied
80477,Extremely satisfied
80478,Moderately satisfied
80479,Slightly satisfied
80481,Moderately satisfied
80482,Slightly dissatisfied
80483,Slightly dissatisfied
80485,Extremely satisfied
80487,Moderately dissatisfied
80488,Moderately dissatisfied
80489,Moderately satisfied
80490,Moderately dissatisfied
80491,Neither satisfied nor dissatisfied
80494,Moderately dissatisfied
80495,Slightly satisfied
80498,Extremely satisfied
80501,Slightly dissatisfied
80502,Slightly satisfied
80503,Slightly dissatisfied
80504,Moderately satisfied
80505,Moderately dissatisfied
80506,Moderately dissatisfied
80507,Moderately satisfied
80511,Extremely satisfied
80512,Slightly dissatisfied
80514,Moderately dissatisfied
80515,Extremely satisfied
80516,Moderately satisfied
80517,Slightly satisfied
80518,Moderately satisfied
80520,Slightly satisfied
80521,Moderately satisfied
80523,Moderately satisfied
80525,Extremely satisfied
80526,Slightly satisfied
80527,Moderately satisfied
80530,Neither satisfied nor dissatisfied
80531,Moderately satisfied
80533,Slightly satisfied
80534,Moderately satisfied
80535,Moderately satisfied
80536,Moderately satisfied
80538,Moderately dissatisfied
80539,Extremely satisfied
80543,Slightly satisfied
80544,Slightly satisfied
80545,Moderately dissatisfied
80546,Moderately satisfied
80548,Moderately satisfied
80549,Extremely satisfied
80550,Slightly satisfied
80553,Moderately dissatisfied
80556,Slightly dissatisfied
80557,Extremely dissatisfied
80558,Moderately satisfied
80559,Neither satisfied nor dissatisfied
80560,Moderately satisfied
80561,Neither satisfied nor dissatisfied
80562,Slightly satisfied
80564,Slightly dissatisfied
80565,Slightly satisfied
80568,Slightly dissatisfied
80569,Slightly dissatisfied
80571,Slightly satisfied
80572,Moderately satisfied
80573,Slightly satisfied
80574,Moderately satisfied
80575,Moderately satisfied
80579,Moderately satisfied
80581,Moderately satisfied
80582,Moderately satisfied
80586,Extremely satisfied
80587,Moderately satisfied
80588,Moderately satisfied
80591,Slightly dissatisfied
80592,Extremely satisfied
80594,Extremely satisfied
80598,Slightly satisfied
80599,Moderately satisfied
80600,Extremely satisfied
80601,Moderately satisfied
80602,Extremely satisfied
80603,Slightly dissatisfied
80604,Extremely satisfied
80605,Neither satisfied nor dissatisfied
80606,Moderately dissatisfied
80607,Moderately satisfied
80608,Slightly dissatisfied
80612,Moderately satisfied
80613,Slightly satisfied
80614,Moderately satisfied
80615,Moderately dissatisfied
80617,Slightly satisfied
80618,Moderately satisfied
80619,Extremely dissatisfied
80621,Slightly dissatisfied
80622,Moderately satisfied
80623,Moderately dissatisfied
80625,Extremely dissatisfied
80626,Moderately dissatisfied
80628,Extremely satisfied
80629,Extremely satisfied
80631,Moderately satisfied
80632,Extremely satisfied
80633,Extremely satisfied
80634,Extremely satisfied
80635,Moderately satisfied
80637,Extremely satisfied
80638,Slightly satisfied
80639,Slightly satisfied
80640,Moderately satisfied
80643,Slightly dissatisfied
80644,Slightly satisfied
80645,Extremely satisfied
80647,Extremely satisfied
80650,Moderately satisfied
80651,Moderately dissatisfied
80652,Extremely dissatisfied
80653,Slightly satisfied
80654,Moderately satisfied
80655,Slightly dissatisfied
80656,Neither satisfied nor dissatisfied
80657,Moderately satisfied
80658,Moderately satisfied
80659,Moderately satisfied
80661,Moderately satisfied
80663,Moderately satisfied
80664,Slightly dissatisfied
80665,Neither satisfied nor dissatisfied
80668,Slightly dissatisfied
80669,Moderately dissatisfied
80673,Moderately satisfied
80674,Slightly satisfied
80675,Moderately satisfied
80676,Slightly dissatisfied
80677,Moderately satisfied
80678,Extremely satisfied
80679,Moderately satisfied
80681,Moderately satisfied
80682,Moderately satisfied
80685,Moderately satisfied
80686,Moderately satisfied
80689,Moderately satisfied
80690,Moderately satisfied
80692,Slightly satisfied
80693,Slightly satisfied
80694,Extremely satisfied
80695,Moderately satisfied
80696,Slightly satisfied
80697,Moderately satisfied
80698,Slightly satisfied
80699,Slightly dissatisfied
80701,Extremely satisfied
80702,Slightly dissatisfied
80703,Slightly satisfied
80704,Moderately satisfied
80705,Moderately satisfied
80706,Moderately satisfied
80707,Moderately satisfied
80709,Neither satisfied nor dissatisfied
80710,Extremely satisfied
80711,Moderately satisfied
80712,Moderately satisfied
80713,Extremely satisfied
80717,Slightly satisfied
80718,Moderately satisfied
80719,Extremely satisfied
80720,Moderately satisfied
80722,Slightly satisfied
80723,Moderately satisfied
80724,Moderately satisfied
80725,Extremely dissatisfied
80729,Slightly satisfied
80732,Moderately satisfied
80733,Moderately satisfied
80734,Extremely satisfied
80735,Extremely satisfied
80737,Extremely satisfied
80738,Moderately satisfied
80739,Slightly satisfied
80743,Slightly dissatisfied
80745,Slightly satisfied
80746,Extremely dissatisfied
80747,Moderately satisfied
80748,Moderately dissatisfied
80750,Slightly satisfied
80751,Slightly dissatisfied
80753,Moderately satisfied
80754,Moderately satisfied
80756,Moderately satisfied
80757,Extremely satisfied
80760,Slightly dissatisfied
80761,Moderately dissatisfied
80762,Moderately satisfied
80763,Moderately satisfied
80764,Neither satisfied nor dissatisfied
80766,Moderately satisfied
80767,Slightly satisfied
80771,Extremely satisfied
80772,Slightly satisfied
80773,Moderately satisfied
80775,Extremely satisfied
80777,Moderately satisfied
80779,Moderately satisfied
80780,Moderately satisfied
80781,Moderately satisfied
80782,Extremely dissatisfied
80784,Slightly satisfied
80785,Extremely dissatisfied
80786,Slightly satisfied
80788,Moderately satisfied
80790,Slightly satisfied
80791,Slightly satisfied
80792,Moderately dissatisfied
80793,Moderately satisfied
80797,Moderately satisfied
80798,Extremely satisfied
80799,Slightly satisfied
80801,Neither satisfied nor dissatisfied
80802,Slightly dissatisfied
80803,Slightly satisfied
80804,Slightly satisfied
80806,Extremely satisfied
80807,Extremely satisfied
80808,Extremely satisfied
80809,Slightly satisfied
80811,Moderately dissatisfied
80814,Slightly satisfied
80815,Slightly dissatisfied
80821,Slightly satisfied
80822,Slightly dissatisfied
80824,Moderately satisfied
80826,Extremely satisfied
80827,Slightly satisfied
80828,Extremely satisfied
80829,Extremely dissatisfied
80830,Slightly satisfied
80831,Slightly satisfied
80834,Moderately satisfied
80836,Slightly satisfied
80838,Neither satisfied nor dissatisfied
80844,Neither satisfied nor dissatisfied
80845,Moderately satisfied
80847,Moderately satisfied
80848,Moderately satisfied
80849,Extremely satisfied
80850,Slightly satisfied
80852,Slightly dissatisfied
80853,Neither satisfied nor dissatisfied
80856,Slightly satisfied
80859,Moderately satisfied
80860,Neither satisfied nor dissatisfied
80862,Slightly dissatisfied
80863,Moderately dissatisfied
80864,Moderately satisfied
80866,Moderately dissatisfied
80867,Moderately satisfied
80870,Neither satisfied nor dissatisfied
80871,Moderately satisfied
80872,Slightly satisfied
80873,Moderately dissatisfied
80874,Slightly satisfied
80876,Moderately satisfied
80879,Moderately satisfied
80880,Moderately satisfied
80881,Slightly dissatisfied
80882,Moderately dissatisfied
80883,Neither satisfied nor dissatisfied
80884,Extremely satisfied
80887,Moderately satisfied
80889,Slightly satisfied
